lamb,N,d,h,nb_layers,nb_head,para_head,loss,unif_loss,best_loss
1.197954535484314,100,10,0,1,1,1,2.484780340194702,3.407215650503778,1.1532792603969575
1.197954535484314,100,10,0,1,1,3,2.405544238090515,3.407215650503778,2.484780340194702
1.197954535484314,100,10,0,1,1,5,2.382158803939819,3.407215650503778,2.405544238090515
1.197954535484314,100,10,0,1,1,7,2.3572171211242674,3.407215650503778,2.382158803939819
1.197954535484314,100,10,0,1,1,9,2.2944069576263426,3.407215650503778,2.3572171211242674
1.197954535484314,100,10,0,1,1,11,2.286070523262024,3.407215650503778,2.2944069576263426
1.197954535484314,100,10,0,1,1,13,2.2686762046813964,3.407215650503778,2.286070523262024
1.197954535484314,100,10,0,2,1,1,2.500614728927612,3.407215650503778,2.2686762046813964
1.197954535484314,100,10,0,2,1,3,2.3969002866744997,3.407215650503778,2.500614728927612
1.197954535484314,100,10,0,2,1,5,2.3179434299468995,3.407215650503778,2.3969002866744997
1.197954535484314,100,10,0,2,1,7,2.2556978034973145,3.407215650503778,2.3179434299468995
1.197954535484314,100,10,0,2,1,9,2.221498379707336,3.407215650503778,2.2556978034973145
1.197954535484314,100,10,0,2,1,11,2.186764087677002,3.407215650503778,2.221498379707336
1.197954535484314,100,10,0,2,1,13,2.152896876335144,3.407215650503778,2.186764087677002
1.197954535484314,100,10,100,1,1,1,2.417929654121399,3.407215650503778,2.152896876335144
1.197954535484314,100,10,100,1,1,3,2.369392948150635,3.407215650503778,2.417929654121399
1.197954535484314,100,10,100,1,1,5,2.3018775939941407,3.407215650503778,2.369392948150635
1.197954535484314,100,10,100,1,1,7,2.294422535896301,3.407215650503778,2.3018775939941407
1.197954535484314,100,10,100,1,1,9,2.294436364173889,3.407215650503778,2.294422535896301
1.197954535484314,100,10,100,1,1,11,2.276390371322632,3.407215650503778,2.294436364173889
1.197954535484314,100,10,100,1,1,13,2.2396909856796263,3.407215650503778,2.276390371322632
1.197954535484314,100,10,100,2,1,1,2.36560537815094,3.407215650503778,2.2396909856796263
1.197954535484314,100,10,100,2,1,3,2.2778596544265746,3.407215650503778,2.36560537815094
1.197954535484314,100,10,100,2,1,5,2.2183702278137205,3.407215650503778,2.2778596544265746
1.197954535484314,100,10,100,2,1,7,2.2088434171676634,3.407215650503778,2.2183702278137205
1.197954535484314,100,10,100,2,1,9,2.1551682996749877,3.407215650503778,2.2088434171676634
1.197954535484314,100,10,100,2,1,11,2.145464506149292,3.407215650503778,2.1551682996749877
1.197954535484314,100,10,100,2,1,13,2.16229208946228,3.407215650503778,2.145464506149292
1.197954535484314,100,10,200,1,1,1,2.4396617603302,3.407215650503778,2.16229208946228
1.197954535484314,100,10,200,1,1,3,2.3486628913879395,3.407215650503778,2.4396617603302
1.197954535484314,100,10,200,1,1,5,2.298681421279907,3.407215650503778,2.3486628913879395
1.197954535484314,100,10,200,1,1,7,2.282981610298157,3.407215650503778,2.298681421279907
1.197954535484314,100,10,200,1,1,9,2.2790406274795534,3.407215650503778,2.282981610298157
1.197954535484314,100,10,200,1,1,11,2.2642550659179688,3.407215650503778,2.2790406274795534
1.197954535484314,100,10,200,1,1,13,2.249929585456848,3.407215650503778,2.2642550659179688
1.197954535484314,100,10,200,2,1,1,2.3461828804016114,3.407215650503778,2.249929585456848
1.197954535484314,100,10,200,2,1,3,2.248363537788391,3.407215650503778,2.3461828804016114
1.197954535484314,100,10,200,2,1,5,2.1978690958023073,3.407215650503778,2.248363537788391
1.197954535484314,100,10,200,2,1,7,2.2102916765213014,3.407215650503778,2.1978690958023073
1.197954535484314,100,10,200,2,1,9,2.1569851064682006,3.407215650503778,2.2102916765213014
1.197954535484314,100,10,200,2,1,11,2.155498199462891,3.407215650503778,2.1569851064682006
1.197954535484314,100,10,200,2,1,13,2.169399981498718,3.407215650503778,2.155498199462891
